"SPECCD_ID","SCIENTIFIC","COMMON","MARFIS_CODE"
7096,"RESERVED","RESERVED",NA
7097,"RESERVED","RESERVED",NA
7098,"RESERVED","RESERVED",NA
7099,"RESERVED","RESERVED",NA
7100,"NEMATODA C.","NEMATODA C.",NA
7101,"COD WORM","COD WORM",NA
7110,"PORROCAECUM SP.","PORROCAECUM SP.",NA
7111,"PORROCAECUM DECIPIENS","PORROCAECUM DECIPIENS",NA
7113,"CONTRACAECUM SP.","CONTRACAECUM SP.",NA
7116,"ANISAKIS SP.","ANISAKIS SP.",NA
7500,"TURBELLARIA C.","TURBELLARIA C.",NA
7600,"TREMATODA C.","TREMATODA C.",NA
7601,"DIGENEA S.C.","DIGENEA S.C.",NA
7700,"CESTODA C.","CESTODA C.",NA
8000,"CTENOPHORES,COELENTERATES,PORIFERA P.","CTENOPHORES,COELENTERATES,PORIFERA",NA
8100,"CTENOPHORA P.","COMB JELLIES",NA
8111,"BEROE CUCUMIS","BEROE CUCUMIS",NA
8113,"PLEUROBRACHIA SP.","PLEUROBRACHIA SP.",NA
8200,"COELENTERATA P.","COELENTERATA P.",NA
8208,"ACTINIARIA C.","ANTHOZOA SEA ANEMONES",NA
8210,"PHYSALIA PELAGICA","MAN OF WAR",NA
8300,"ANTHOZOA C.","SEA ANEMONE",NA
8311,"METRIDIUM SENILE","METRIDIUM SENILE",NA
8313,"STOMPHIA COCCINEA","STOMPHIA COCCINEA",NA
8315,"TEALIA  FELINA","TEALIA  FELINA",NA
8316,"HORMATHIA SP.","HORMATHIA SP.",NA
8317,"BOLOCERA SP.","BOLOCERA SP.",NA
8318,"PENNATULA BOREALIS","SEA PEN",NA
8319,"ACTINAUGE VERRILLII","ACTINAUGE VERRILLII",NA
8320,"CERIANTHUS BOREALIS","CERIANTHUS BOREALIS",NA
8321,"EPIZOANTHUS INCRUSTATUS","EPIZOANTHUS INCRUSTATUS",NA
8322,"PRIMNOA RESEDAEFORMIS","SEA CORN",NA
8323,"PARAGORGIA ARBOREA","BUBBLE GUM CORAL",NA
8324,"EUNEPHTHYA RUBIFORMIS","SEA CAULIFLOWER, STRAWBERRIES",NA
8325,"KERATOISIS ORNATA","GOLD-BANDED/BAMBOO CORAL",NA
8326,"ACANTHOGORGIA ARMATA","ACANTHOGORGIA ARMATA",NA
8327,"CAPNELLA SPP","SEA CAULIFLOWER = DUVA SPP",NA
8328,"ANTHOMASTUS GRANDIFLORUS","ANTHOMASTUS GRANDIFLORUS",NA
8329,"ACANELLA ARBUSCULA","ACANELLA ARBUSCULA",NA
8330,"RADICIPES GRACILIS","RADICIPES GRACILIS",NA
8331,"LOPHELIA PERTUSA","SPIDER HAZARDS CORAL",NA
8332,"ANTHOZOA","CORAL (NS)",NA
8333,"PARAMURICEA SPP","BLACK CORAL",NA
8334,"BATHYPATHES SPP","BLACK CORAL",NA
8335,"FLABELLUM SP","CUP CORAL",NA
8400,"HYDROZOA C.","HYDROZOA C.",NA
8405,"SERTULARIA SP.","GARLAND HYDROIDS",NA
8411,"AGLANTHA DIGITALE","AGLANTHA DIGITALE",NA
8421,"OBELIA SP.","HYDROMEDUSAE",NA
8500,"SCYPHOZOA C.","JELLYFISHES",NA
8511,"CYANEA CAPILLATA","PINK JELLYFISH",NA
8520,"PELAGIA NOCTILUCA","JELLYFISH",NA
8530,"SEA CORALS (NS)","SEA CORALS (NS)",NA
8600,"PORIFERA P.","SPONGES",NA
8601,"VAZELLA POURTALESI","RUSSIAN HAT SPONGE",NA
8610,"POLYMASTIA SP.","POLYMASTIA SP.",NA
8611,"POLYMASTIA MAMMILARIS","POLYMASTIA MAMMILARIS",NA
8612,"TENTORIUM SEMISUBERITES","TENTORIUM SEMISUBERITES",NA
8613,"SUBERITES FICUS","FIG SPONGE",NA
8614,"IOPHON SP","IOPHON SP",NA
8615,"MYCALE SP.","MYCALE SP.",NA
8616,"MYCALE LINGUA","MYCALE LINGUA",NA
8617,"BIEMNA VARIANTIA","BIEMNA VARIANTIA",NA
8618,"HALICLONA SP.","HALICLONA SP.",NA
8620,"HALICHONDRIA SITIENS","HALICHONDRIA SITIENS",NA
8621,"HALICLONA OCULATA","EYED SPONGE",NA
8622,"HORMATHIA TUBERCULOSA","HORMATHIA TUBERCULOSA",NA
8623,"HALICHONDRIA PANACEA","BREADCRUMB SPONGE",NA
8624,"PHAKELLIA VENTILABRUM","PHAKELLIA VENTILABRUM",NA
8700,"SIPHONOPHORA O.","SIPHONOPHORA O.",NA
9000,"UNID REMAINS,DIGESTED","UNID REMAINS,DIGESTED",NA
9001,"UNID FISH AND INVERTEBRATES","UNID FISH AND INVERTEBRATES",NA
9002,"UNID FISH AND REMAINS","UNID FISH AND REMAINS",NA
9003,"UNID FISH AND EGGS","UNID FISH AND EGGS",NA
9100,"MUCUS","MUCUS",NA
9200,"STONES AND ROCKS","STONES AND ROCKS",NA
9300,"THALLOPHYTA C.","SEAWEED,(ALGAE),KELP",NA
9301,"FUCUS SP.","BROWN ROCKWEED",NA
9302,"ULVA SP.","SEA LETTUCE",NA
9303,"PHAEOPHYCEAE C.","BROWN SEAWEEDS",NA
9304,"RHODOPHYCEAE","RED SEAWEEDS",NA
9305,"	ZOSTERA MARINA	 ","	EEL GRASS	 ",NA
9306,"	DESMARESTIA SPP.	 ","	SOUR WEED (UNSPECIFIED)	 ",NA
9307,"	DESMARESTIA VIRIDIS	 ","	SOUR WEED	 ",NA
9308,"	DESMARESTIA ACULEATA	 ","	SOUR WEED	 ",NA
9309,"	CHORDA FILUM	 ","	SHOELACE	 ",NA
9310,"	CHORDARIA FLAGELLIFORMIS	 ","	SHOELACE (BRANCHED)	 ",NA
9311,"	STYPOCAULON SCOPARIA	 ","	MONKEY FUR	 ",NA
9312,"	PUNCTARIA SPP.	 ","	RIBBON WEED	 ",NA
9313,"	LEATHESIA DIFFORMIS	 ","	SEA POTATO	 ",NA
9314,"	ASPEROCOCCUS SPP.	 ","	ROUGH HOLLOW WEED	 ",NA
9315,"	DICTYOSIPHON FOENICULACEUS	 ","	FALSE SOUR WEED	 ",NA
9316,"ECTOCARPUS SPP.","ECTOCARPUS SPP.",NA
9317,"ELACHISTA FUCICOLA","ELACHISTA FUCICOLA",NA
9318,"PILAYELLA LITTORALIS","PILAYELLA LITTORALIS",NA
9319,"	SCYTOSIPHON LOMENTARIA	 ","	SAUSAGE WEED	 ",NA
9320,"SPHAEROTRICHIA DIVARICATA","SPHAEROTRICHIA DIVARICATA",NA
9321,"	LAMINARIA LONGICRURIS	 ","	LASAGNA KELP	 ",NA
9322,"	LAMINARIA DIGITATA	 ","	HORSETAIL KELP	 ",NA
9323,"	ALARIA ESCULENTA	 ","	SEA WHIP KELP	 ",NA
9324,"	SACCORHIZA DERMATODEA	 ","	PIGSKIN KELP	 ",NA
9325,"	AGARUM CRIBROSUM	 ","	SEA COLANDER/ HOLEY KELP	 ",NA
9326,"RALFSIA VERRUCOSA","RALFSIA VERRUCOSA",NA
9327,"	FUCUS VESICULOSUS	 ","	BLADDER WRACK	 ",NA
9328,"	FUCUS DISTICHUS	 ","	ROCK WEED	 ",NA
9329,"	FUCUS SPIRALIS	 ","	ROCK WEED	 ",NA
9330,"	FUCUS SERRATUS	 ","	TOOTHED WRACK	 ",NA
9331,"	ASCOPHYLLUM NODOSUM	 ","	KNOTTED WRACK	 ",NA
9332,"	CHONDRUS CRISPUS	 ","	IRISH MOSS	 ",NA
9333,"	FURCELLARIA LUMBRICALIS	 ","	WIREWEED/FOOFOO	 ",NA
9334,"	PALMARIA PALMATA	 ","	DULSE	 ",NA
9335,"	PORPHYRA UMBILICALIS	 ","	NORI (LAVER)	 ",NA
9336,"	PHYCODRYS RUBENS	 ","	SEA OAK	 ",NA
9337,"	PTILOTA SERRATA	 ","	RED FERN	 ",NA
9338,"	CORALLINA OFFICINALIS	 ","	CORAL WEED	 ",NA
9339,"	CERAMIUM SP.	 ","	BANDED WEED	 ",NA
9340,"	CYSTOCLONIUM PURPUREUM	 ","	BUSHY RED WEED	 ",NA
9341,"	POLYSIPHONIA SP.	 ","	RED FILAMENTOUS	 ",NA
9342,"	POLYSIPHONIA LANOSA	 ","	ROCKWEED EPIPHYTE	 ",NA
9343,"	PHYLLOPHORA PSEUDOCERANOIDES	 ","	FALSE OR DEAD MOSS	 ",NA
9344,"	POLYIDES ROTUNDUS	 ","	WIREWEED	 ",NA
9345,"	AHNFELTIA PLICATA	 ","	WIREWEED	 ",NA
9346,"	MASTOCARPUS STELLATUS	 ","	IRISH MOSS (SIMILAR)	 ",NA
9347,"	GRACILARIA SPP.	 ","	GRACEFUL RED WEED	 ",NA
9348,"BONNEMAISONIA HAMIFERA","BONNEMAISONIA HAMIFERA",NA
9349,"ANTITHAMNION CRUCIATUM","ANTITHAMNION CRUCIATUM",NA
9350,"CALLITHAMNION BAILEYI","CALLITHAMNION BAILEYI",NA
9351,"CALLITHAMNION TETRAGONUM","CALLITHAMNION TETRAGONUM",NA
9352,"GLOIOSIPHONIA SPP.","GLOIOSIPHONIA SPP.",NA
9353,"	DASYA BAILLOUVIANA	 ","	CHENILLE WEED	 ",NA
9354,"PLUMARIA PLUMOSA","PLUMARIA PLUMOSA",NA
9355,"	POLYSIPHONIA SPP.	 ","	TUBED WEEDS	 ",NA
9356,"RHODOMELA CONFERVOIDES","RHODOMELA CONFERVOIDES",NA
9357,"SPERMOTHAMNION SPP.","SPERMOTHAMNION SPP.",NA
9358,"STYLONEMA ALSIDII","STYLONEMA ALSIDII",NA
9359,"LITHOPHYLLUM SPP.","LITHOPHYLLUM SPP.",NA
9360,"LITHOTHAMNIUM SPP.","LITHOTHAMNIUM SPP.",NA
9361,"	CLADOPHORA	 ","	MERMAIDS HAIR	 ",NA
9362,"	ENTEROMORPHA SP.	 ","	HOLLOW GREEN WEED	 ",NA
9363,"	CHAETOMORPHA AEREA	 ","	GREEN THREAD	 ",NA
9364,"	CODIUM FRAGILE	 ","	DEAD MANS FINGERS, OYSTER THIEF (GREEN FLEECE)	 ",NA
9365,"GOMONTIA POLYRHIZA","GOMONTIA POLYRHIZA",NA
9366,"	MONOSTRTOMA SPP.	 ","	SEA LETTUCE (UNSPECIED)	 ",NA
9367,"	MONOSTROMA GREVILLEI	 ","	SEA LETTUCE	 ",NA
9368,"	MONOSTROMA OXYSPERMUM	 ","	SEA LETTUCE	 ",NA
9369,"RHIZOCLONIUM SPP.","RHIZOCLONIUM SPP.",NA
9370,"SPONGOMORPHA AERUGINOSA","SPONGOMORPHA AERUGINOSA",NA
9371,"PRASIOLA STIPITATA","PRASIOLA STIPITATA",NA
9400,"FOREIGN ARTICLES,GARBAGE","FOREIGN ARTICLES,GARBAGE",NA
9405,"INSECTA C.","LAND INSECTS",NA
9406,"DIPTERA O.","DIPTERA O.",NA
9410,"AVES C.","G.LAND BIRD",NA
9430,"CHELONIA O.","TORTOISES AND SEA GOING TURTLES",NA
9431,"CHELONIA MYDAS","GREEN SEA TURTLE",NA
9432,"ERETMOCHELYS IMBRICATA","HAWKSBILL SEA TURTLE",NA
9433,"LEPODOCHELYS KEMPII","KEMPS RIDLEY  SEA TURTLE",NA
9434,"LEPODOCHELYS OLIVACEA","OLIVE RIDLEY  SEA TURTLE",NA
9435,"DEMOCHELYS CORIAVEA","LEATHERBACK SEA TURTLE",970
9436,"CARETTA CARETTA","LOGGERHEAD SEA TURTLE",971
9437,"CHELONIDAE NS","HARD SHELL SEA TURTLE NS",NA
9450,"MORUS BASSANUS","NORTHERN GANNET",NA
9451,"LARUS ARGENTATUS","HERRING GULL",NA
9452,"STERCORARIUS PARASITICUS","PARASITIC JAEGER",NA
9453,"PHALAROPUS LOBATUS","RED-NECKED PHALAROPE",NA
9454,"LARUS DELAWARENSIS","RING-BILLED GULL",NA
9455,"LARUS MARINUS","GREAT BLACK-BACKED GULL",NA
9456,"LARUS CACHINNANS","YELLOW-LEGGED GULL",NA
9457,"LARUS FUSCUS","LESSER BLACK-BACKED GULL",NA
9458,"LARUS RIDIBUNDUS","COMMON BLACK-HEADED GULL",NA
9460,"LARUS ATRICILLA","LAUGHING GULL",NA
9462,"LARUS MINUTUS","LITTLE GULL",NA
9463,"PAGOPHILA EBURNEA","IVORY GULL",NA
9466,"RISSA TRIDACTYLA","BLACK-LEGGED KITTIWAKE",NA
9467,"CHLIDONIAS NIGER","BLACK TERN",NA
9468,"STERNA CASPIA","CASPIAN TERN",NA
9469,"STERNA MAXIMA","ROYAL TERN",NA
9470,"STERNA SANDVICENSIS","SANDWICH TERN",NA
9471,"STERNA HIRUNDO","COMMON TERN",NA
9472,"STERNA PARADISAEA","ARCTIC TERN",NA
9474,"STERNA ANAETHETUS","BRIDLED TERN",NA
9475,"STERNA ANTILLARUM","LEAST TERN",NA
9476,"ALCA TORDA","RAZORBILL",NA
9477,"PHALACROCORAX AURITIUS","DOUBLE-CRESTED CORMORANT",NA
9478,"PHALACROCORAX CARBO","GREAT CORMORANT",NA
9479,"ALLE ALLE","DOVEKIE",NA
9480,"URIA AALGE","COMMON MURRE",NA
9481,"URIA LOMVIA","THICK-BILLED MURRE",NA
9483,"CEPPHUS GRYLLE","BLACK GUILLEMOT",NA
9484,"BRACHYRAMPHUSMARMORATUS","MARBLED MURRELET",NA
9485,"FRATERCULA ARCTICA","ATLANTIC PUFFIN",NA
9486,"FULMARUS GLACIALIS","NORTHERN FULMAR",NA
9488,"PUFFINUS GRAVIS","GREATER SHEARWATER",NA
9489,"PUFFINUS GRISEUS","SOOTY SHEARWATER",NA
9490,"PUFFINUS PUFFINUS","MANX SHEARWATER",NA
9493,"SOMATERIA MOLLISSIMA","COMMON EIDER",NA
9494,"SOMATERIA SPECTABILIS","KING EIDER",NA
9495,"HISTRIONICUS HISTRIONICUS","HARLEQUIN DUCK",NA
9500,"MUD","MUD",NA
9510,"BAIT","BAIT",NA
9511,"BAIT, SQUID","BAIT, SQUID",NA
9512,"BAIT, HERRING","BAIT, HERRING",NA
9513,"BAIT, MACKEREL","BAIT, MACKEREL",NA
9514,"BAIT, REDFISH","BAIT, REDFISH",NA
9600,"WATER","WATER",NA
9620,"INORGANIC DEBRIS","INORGANIC DEBRIS",NA
9630,"ORGANIC DEBRIS","ORGANIC DEBRIS",NA
9631,"ELASMOBRANCH EGG - EMPTY","SKATE EGG PURSE - EMPTY",NA
9650,"FLUID","FLUID",NA
9700,"SAND","SAND",NA
9800,"OIL(CRUDE)","OIL(CRUDE)",NA
9990,"MIXED SPECIES","MIXED SPECIES",NA
9991,"UNIDENTIFIED","FIRST UNIDENTIFIED PER SET",NA
9992,"UNIDENTIFIED","SECOND UNIDENTIFIED PER SET",NA
9993,"UNIDENTIFIED","THIRD UNIDENTIFIED PER SET",NA
9994,"UNIDENTIFIED","FOURTH UNIDENTIFIED PER SET",NA
9995,"UNIDENTIFIED","FIFTH UNIDENTIFIED PER SET",NA
9996,"UNIDENTIFIED","SIXTH UNIDENTIFIED PER SET",NA
9997,"UNIDENTIFIED","SEVENTH UNIDENTIFIED PER SET",NA
9998,"UNIDENTIFIED","EIGHTH UNIDENTIFIED PER SET",NA
9999,"UNIDENTIFIED","NINTH UNIDENTIFIED PER SET",NA
