SPECCD_ID,SCIENTIFIC,COMMON,MARFIS_CODE,MARFIS_COMM,,SPECIES_CODE,SPECIES_NAME,,,,,
2560,PAGUROIDEA S.F.,PAGUROIDEA S.F.,,,,,,,,,,
2561,PAGURUS SP.,PAGURUS SP.,,,,,,,,,,
2562,PAGURUS ACADIANUS,PAGURUS ACADIANUS,,,,,,,,,,
2563,PAGURUS KROYERI (OBSOLETE),PAGURUS KROYERI,,,,,,,,,,
2564,PAGURUS PUBESCENS,PAGURUS PUBESCENS,,,,,,,,,,
2565,THALASSINIDAE S.F.,MUD SHRIMP,,,,,,,,,,
2566,MUNIDOPSIS CURVIROSTRA,MUNIDOPSIS CURVIROSTRA,,,,,,,,,,
2567,CALOCARIS MACANDREAE,CALOCARIS MACANDREAE,,,,,,,,,,
2568,PAGURUS ARCUATUS,PAGURUS ARCUATUS,,,,,,,,,,
2600,EUPHAUSIACEA O.,KRILL SHRIMP,,,,,,,,,,
2605,LIMACINA SP.,LIMACINA SP.,,,,,,,,,,
2606,THECOSOMATA O.,THECOSOMATA O.,,,,,,,,,,
2610,EUPHAUSIIDAE F.,EUPHAUSIIDAE F.,,,,,,,,,,
2611,MEGANYCTIPHANES NORVEGICA,MEGANYCTIPHANES NORVEGICA,,,,,,,,,,
2612,EUPHAUSIA SP.,EUPHAUSIA SP.,,,,,,,,,,
2613,EUPHAUSIA KROHNI,EUPHAUSIA KROHNI,,,,,,,,,,
2620,THYSANOESSA SP.,THYSANOESSA SP.,,,,,,,,,,
2621,THYSANOESSA RASCHII,THYSANOESSA RASCHII,,,,,,,,,,
2622,THYSANOESSA INERMIS,THYSANOESSA INERMIS,,,,,,,,,,
2623,THYSANOESSA LONGICAUDATA,THYSANOESSA LONGICAUDATA,,,,,,,,,,
2624,THYSANOESSA ACUTIFRONS,THYSANOESSA ACUTIFRONS,,,,,,,,,,
2650,OSTRACODA S.C.,OSTRACODA S.C.,,,,,,,,,,
2699,EUPHAUSIACEA/MYSIDACEA O.,EUPHAUSIACEA/MYSIDACEA O.,,,,,,,,,,
2700,MYSIDACEA O.,MYSID SHRIMP,,,,,,,,,,
2710,MYSIS SP.,MYSIS SP.,,,,,,,,,,
2711,MYSIS STENOLEPIS,MYSIS STENOLEPIS,,,,,,,,,,
2712,MYSIS MIXTA,MYSIS MIXTA,,,,,,,,,,
2713,MYSIS GASPENSIS,MYSIS GASPENSIS,,,,,,,,,,
2714,MYSIS OCULATA,MYSIS OCULATA,,,,,,,,,,
2715,MYSIDAE F.,MYSIDAE F.,,,,,,,,,,
2721,PSEUDOMMA AFFINE,PSEUDOMMA AFFINE,,,,,,,,,,
2722,PSEUDOMMA TRUNCATUM,PSEUDOMMA TRUNCATUM,,,,,,,,,,
2731,ERYTHROPS ERYTHROPTHALMA,ERYTHROPS ERYTHROPTHALMA,,,,,,,,,,
2732,METERYTHROPS ROBUSTUS,METERYTHROPS ROBUSTUS,,,,,,,,,,
2733,STILOMYSIS GRANDIS,STILOMYSIS GRANDIS,,,,,,,,,,
2734,NEOMYSIS AMERICANA,NEOMYSIS AMERICANA,,,,,,,,,,
2735,BOREOMYSIS TRIDENS,BOREOMYSIS TRIDENS,,,,,,,,,,
2790,PARDALISCA SP.,PARDALISCA SP.,,,,,,,,,,
2791,PARDALISCA CUSPIDATA,PARDALISCA CUSPIDATA,,,,,,,,,,
2792,PARDALISCA TENUIPES,PARDALISCA TENUIPES,,,,,,,,,,
2800,AMPHIPODA O.,AMPHIPODA O.,,,,,,,,,,
2801,HYPERIA MEDUSARUM,AMPHIPOD,,,,,,,,,,
2802,HYPERIA OCULATA,AMPHIPOD,,,,,,,,,,
2803,ARRHIS PHYLLONIX,AMPHIPODS,,,,,,,,,,
2804,NEOHELA MONSTROSA,NEOHELA MONSTROSA,,,,,,,,,,
2805,PARAMPHITHOE HYSTRIX,PARAMPHITHOE HYSTRIX,,,,,,,,,,
2806,PARDALISCIDAE F.,PARDALISCIDAE F.,,,,,,,,,,
2807,PLEUSTIDAE F.,PLEUSTIDAE F.,,,,,,,,,,
2808,MAERA SP.,MAERA SP.,,,,,,,,,,
2809,PARATHEMISTO SP.,PARATHEMISTO SP.,,,,,,,,,,
2810,HYPERIA SP.,HYPERIA SP.,,,,,,,,,,
2811,GAMMARIDAE F.,GAMMARIDAE F.,,,,,,,,,,
2812,MELITA DENTATA,MELITA DENTATA,,,,,,,,,,
2813,CASCO BIGELOWI,CASCO BIGELOWI,,,,,,,,,,
2814,MELITA SP.,MELITA SP.,,,,,,,,,,
2815,STENOTHOE BREVICORNIS,STENOTHOE BREVICORNIS,,,,,,,,,,
2816,HAPLOOPS SP.,HAPLOOPS SP.,,,,,,,,,,
2817,DULICHIA SPINOSISSIMA,DULICHIA SPINOSISSIMA,,,,,,,,,,
2818,DULICHIA MONACANTHA,DULICHIA MONACANTHA,,,,,,,,,,
2819,GAMMARIDEA S.O.,"WHITE,G. AMPHI",,,,,,,,,,
2820,GAMMARUS SP.,GAMMARUS SP.,,,,,,,,,,
2821,CERADOCUS TORELLI,CERADOCUS TORELLI,,,,,,,,,,
2822,LEPTOCHEIRUS PINGUIS,PURPLE AMPHI,,,,,,,,,,
2823,UNCIOLA SP.,RED AMPHI,,,,,,,,,,
2824,ISOPODA O.,RED ISOPOD,,,,,,,,,,
2825,MAERA LOVENI,MAERA LOVENI,,,,,,,,,,
2826,PLEUSTES MEDIUS,PLEUSTES MEDIUS,,,,,,,,,,
2827,DULICHIA SP.,DULICHIA SP.,,,,,,,,,,
2828,TIRON SP.,TIRON SP.,,,,,,,,,,
2829,HIPPOMEDON SERRATUS,HIPPOMEDON SERRATUS,,,,,,,,,,
2830,LYSIANASSIDAE F.,LYSIANASSIDAE F.,,,,,,,,,,
2831,ORCHOMONELLA SP.,ORCHOMONELLA SP.,,,,,,,,,,
2832,TMETONYX SP.,TMETONYX SP.,,,,,,,,,,
2833,ANONYX SP.,ANONYX SP.,,,,,,,,,,
2834,ORCHOMONELLA PINGUIS,ORCHOMONELLA PINGUIS,,,,,,,,,,
2835,HIPPOMEDON DENTERULATUS,HIPPOMEDON DENTERULATUS,,,,,,,,,,
2836,HIPPOMEDON PROPINQUUS,HIPPOMEDON PROPINQUUS,,,,,,,,,,
2837,TMETONYX CICADA,TMETONYX CICADA,,,,,,,,,,
2838,HIPPOMEDON SP.,HIPPOMEDON SP.,,,,,,,,,,
2839,UNCIOLA INERMIS,UNCIOLA INERMIS,,,,,,,,,,
2840,COROPHIIDAE F.,COROPHIIDAE F.,,,,,,,,,,
2841,AORIDAE F.,AORIDAE F.,,,,,,,,,,
2842,PAROEDICEROS SP.,PAROEDICEROS SP.,,,,,,,,,,
2843,LILLJEBORGIA SP.,LILLJEBORGIA SP.,,,,,,,,,,
2844,ANONYX SARSI,ANONYX SARSI,,,,,,,,,,
2845,PHOXOCEPHALIDAE F.,PHOXOCEPHALIDAE F.,,,,,,,,,,
2846,RHACHOTROPIS SP.,RHACHOTROPIS SP.,,,,,,,,,,
2847,RHACHOTROPIS INFLATA,RHACHOTROPIS INFLATA,,,,,,,,,,
2848,RHACHOTROPIS ACULEATA,RHACHOTROPIS ACULEATA,,,,,,,,,,
2849,HARPINIA PROPINQUA,HARPINIA PROPINQUA,,,,,,,,,,
2850,TIRONIDAE F.,TIRONIDAE F.,,,,,,,,,,
2851,SYRRHOE SP.,SYRRHOE SP.,,,,,,,,,,
2852,HARPINIA SP.,HARPINIA SP.,,,,,,,,,,
2853,PHOXOCEPHALUS HOLBOLLI,PHOXOCEPHALUS HOLBOLLI,,,,,,,,,,
2854,PHOXOCEPHALUS SP.,PHOXOCEPHALUS SP.,,,,,,,,,,
2855,AMPELISCIDAE F.,AMPELISCIDAE F.,,,,,,,,,,
2856,HAPLOOPS LAEVIS,HAPLOOPS LAEVIS,,,,,,,,,,
2857,AMPELISCA AGASSIZI,FOUR-EYED AMPHIPOD,,,,,,,,,,
2858,AMPELISCA SP.,AMPELISCA SP.,,,,,,,,,,
2859,GAMMAROPSIS MACULATUS,GAMMAROPSIS MACULATUS,,,,,,,,,,
2860,AMPHITHOIDAE F.,AMPHITHOIDAE F.,,,,,,,,,,
2861,ROZINANTE FRAGILIS,ROZINANTE FRAGILIS,,,,,,,,,,
2862,HARPINIA CRENULATA,HARPINIA CRENULATA,,,,,,,,,,
2863,BYBLIS SERRATA,BYBLIS SERRATA,,,,,,,,,,
2864,AMPELISCA MACROCEPHALA,AMPHIPOD,,,,,,,,,,
2865,PONTOGENEIIDAE F.,PONTOGENEIIDAE F.,,,,,,,,,,
2866,NEOPLEUSTES PULCHELLUS,NEOPLEUSTES PULCHELLUS,,,,,,,,,,
2867,PLEUSTES PANOPLA,PLEUSTES PANOPLA,,,,,,,,,,
2868,ANONYX LILLJEBORGI,ANONYX LILLJEBORGI,,,,,,,,,,
2869,ORCHOMONELLA MINUTA,ORCHOMONELLA MINUTA,,,,,,,,,,
2870,CAPRELLIDAE F.,CAPRELLIDAE F.,,,,,,,,,,
2871,CAPRELLA LINEARIS,CAPRELLA LINEARIS,,,,,,,,,,
2872,CAPRELLA SEPTENTRIONALIS,CAPRELLA SEPTENTRIONALIS,,,,,,,,,,
2873,AEGININA LONGICORNIS,AEGININA  LONGICORNIS,,,,,,,,,,
2874,CAPRELLA SP.,CAPRELLA SP.,,,,,,,,,,
2875,HELIRAGES FULVOCINCTUS,HELIRAGES FULVOCINCTUS,,,,,,,,,,
2876,HALIRAGOIDES INERMIS,HALIRAGOIDES INERMIS,,,,,,,,,,
2877,SYRRHOE CRENULATA,SYRRHOE CRENULATA,,,,,,,,,,
2878,ISCHYROCEROS ANGUIPES,ISCHYROCEROS ANGUIPES,,,,,,,,,,
2879,MONOCULODES BOREALIS,MONOCULODES BOREALIS,,,,,,,,,,
2880,OEDICEROTIDAE F.,OEDICEROTIDAE F.,,,,,,,,,,
2881,MONOCULODES SP.,MONOCULODES SP.,,,,,,,,,,
2882,PAROEDICEROS LYNCEUS,PAROEDICEROS LYNCEUS,,,,,,,,,,
2883,PAROEDICEROS PROPINGUIS,PAROEDICEROS PROPINGUIS,,,,,,,,,,
2884,PAROEDICEROS LONGIMANUS,PAROEDICEROS LONGIMANUS,,,,,,,,,,
2885,MONOCULODES EDWARDSI,MONOCULODES EDWARDSI,,,,,,,,,,
2886,MONOCULODES LATIMANUS,MONOCULODES ELATIMANUS,,,,,,,,,,
2887,RACHOTROPIS OCULATA,RACHOTROPIS OCULATA,,,,,,,,,,
2890,ISCHYROCEROS SP.,ISCHYROCEROS SP.,,,,,,,,,,
2891,NYMPH0N LONGITARSE,NYMPHON LONGITARSE,,,,,,,,,,
2892,NYMPHON MACRUM,NYMPHON MACRUM,,,,,,,,,,
2893,NYMPHON SP.,NYMPHON SP.,,,,,,,,,,
2894,HAUSTORIIDAE,HAUSTORIIDAE,,,,,,,,,,
2895,PRISCILLINA ARMATA,PRISCILLINA ARMATA,,,,,,,,,,
2896,ANURIDA MARITIMA,ANURIDA MARITIMA,,,,,,,,,,
2897,ISCHYROCERIDAE F.,ISCHYROCERIDAE F.,,,,,,,,,,
2898,DYOPEDOS PORRECTUS,DYOPEDOS PORRECTUS,,,,,,,,,,
2899,CLAUSOCALANUS SP.,CLAUSOCALANUS SP.,,,,,,,,,,
2900,COPEPODA S.C.,COPEPODA S.C.,,,,,,,,,,
2901,"COPEPODA S.C.,LARGE",COPEPODS MORE THAN 3 MM,,,,,,,,,,
2902,"COPEPODA S.C.,SMALL",COPEPODS 3 MM OR LESS,,,,,,,,,,
2903,HYPERIA GALBA,BIG-EYED AMPHIPOD,,,,,,,,,,
2904,PARATHEMISTO COMPRESSA,PARATHEMISTO COMPRESSA,,,,,,,,,,
2905,HYPERIIDEA S.O.,HYPERIIDEA S.O.,,,,,,,,,,
2906,HYPERIIDAE F.,HYPERIIDAE F.,,,,,,,,,,
2907,PARATHEMISTO OBLIVIA,PARATHEMISTO OBLIVIA,,,,,,,,,,
2908,MONSTRILLA SP.,COPEPOD,,,,,,,,,,
2909,"PARACALANUS,CLAUSOCALANUS,CALOCALANUS SP.","PARACALANUS,CLAUSOCALANUS,CALOCALANUS",,,,,,,,,,
2910,CALANUS SP.,CALANUS SP.,,,,,,,,,,
2911,CALANUS FINMARCHICUS,CALANUS FINMARCHICUS,,,,,,,,,,
2912,CALANUS HYPERBOREUS,CALANUS HYPERBOREUS,,,,,,,,,,
2913,CANDACIA SP.,CANDACIA SP.,,,,,,,,,,
2914,CENTROPAGES SP.,CENTROPAGES SP.,,,,,,,,,,
2915,CANDACIA ARMATA,CANDACIA ARMATA,,,,,,,,,,
2916,CENTROPAGES BRADYI,CENTROPAGES BRADYI,,,,,,,,,,
2917,PSEUDOCALANUS SP.,PSEUDOCALANUS SP.,,,,,,,,,,
2918,PSEUDOCALANUS ELONGATUS,PSEUDOCALANUS ELONGATUS,,,,,,,,,,
2919,TEMORA SP.,TEMPORA SP.,,,,,,,,,,
2920,OITHONA SP.,OITHONA SP.,,,,,,,,,,
2921,EUCHAETA NORVEGICA,EUCHAETA NORVEGICA,,,,,,,,,,
2922,EUCHIRELLA SP.,EUCHIRELLA SP.,,,,,,,,,,
2923,ACARTIA LONGIREMIS,ACARTIA LONGIREMIS,,,,,,,,,,
2924,METRIDIA LUCENS,METRIDIA LUCENS,,,,,,,,,,
2925,METRIDIA LONGA,METRIDIA LONGA,,,,,,,,,,
2926,PLEUROMAMMA SP.,PLEUROMAMMA SP.,,,,,,,,,,
2927,SPHYRION LUMPI,SPHYRION LUMPI,,,,,,,,,,
2928,OITHONA SIMILIS,OITHONA SIMILIS,,,,,,,,,,
2929,LERNAEOCERA BRANCHIALIS,LERNAEOCERA BRANCHIALIS,,,,,,,,,,
2930,OITHONA SPINIROSTRIS,OITHONA SPINIROSTRIS,,,,,,,,,,
2931,CLAVELLA SP.,CLAVELLA SP.,,,,,,,,,,
2932,PARACALANUS SP.,PARACALANUS SP.,,,,,,,,,,
2933,METRIDIA SP.,METRIDIA SP.,,,,,,,,,,
2934,PARACALANUS PARVUS,PARACALANUS PARVUS,,,,,,,,,,
2935,CENTROPAGES TYPICUS,CENTROPAGES TYPICUS,,,,,,,,,,
2936,TEMORA LONGICORNIS,TEMORA LONGICORNIS,,,,,,,,,,
2937,MICROCALANUS PUSILLUS,MICROCALANUS PUSILLUS,,,,,,,,,,
2938,"COPEPODA,NAUPLII","COPEPODA,NAUPLII",,,,,,,,,,
2939,CALANOIDA O.,CALANOIDA O.,,,,,,,,,,
2940,TANAIDAE F.,TANAIDAE F.,,,,,,,,,,
2941,PARATHEMISTO GAUDICHAUDI,PARATHEMISTO GAUDICHAUDI,,,,,,,,,,
2942,AETIDEUS ARMATUS,AETIDEUS ARMATUS,,,,,,,,,,
2943,CALIGUS SP.,CALIGUS SP.,,,,,,,,,,
2945,CYCLOPOIDA O.,CYCLOPOIDA O.,,,,,,,,,,
2946,PHRONIMA SP.,PHRONIMA SP.,,,,,,,,,,
2950,JANIRA ALTA,JANIRA ALTA,,,,,,,,,,
2960,NEBALIA BIPES,NEBALIA SHRIMP,,,,,,,,,,
2961,NEBALIA SP.,NEBALIA SP.,,,,,,,,,,
2962,EUDORELLOPSIS BIPLICATA,EUDORELLOPSIS BIPLICATA,,,,,,,,,,
2963,EUDORELLOPSIS INTEGRA,EUDORELLOPSIS INTEGRA,,,,,,,,,,
2965,EUDORELLA SP.,EUDORELLA SP.,,,,,,,,,,
2966,EUDORELLA TRUNCATULA,EUDORELLA TRUNCATULA,,,,,,,,,,
2967,SPHAEROMA QUADRIDENTATUM,SEA PILL BUG,,,,,,,,,,
2968,CIROLANA SP.,CIROLANA SP.,,,,,,,,,,
2969,LEUCONIDAE F.,LEUCONIDAE F.,,,,,,,,,,
2970,CUMACEA O.,CUMACEA O.,,,,,,,,,,
2971,DIASTYLIS SP.,DIASTYLIS SP.,,,,,,,,,,
2972,DIASTYLIS RATHKEI,DIASTYLIS RATHKEI,,,,,,,,,,
2973,DIASTYLIS POLITA,DIASTYLIS POLITA,,,,,,,,,,
2974,LEPTOCUMA MINOR,LEPTOCUMA MINOR,,,,,,,,,,
2975,LEUCON NASICOIDES,LEUCON NASICOIDES,,,,,,,,,,
2976,EUDORELLA EMARGINATA,EUDORELLA EMARGINATA,,,,,,,,,,
2977,CAMPYLASPIS SP.,CAMPYLASPIS SP.,,,,,,,,,,
2978,DIASTYLIS QUADRISPINOSA,DIASTYLIS QUADRISPINOSA,,,,,,,,,,
2979,EUDORELLA PUSILLA,EUDORELLA PUSILLA,,,,,,,,,,
2980,ISOPODA O.,ISOPODA O.,,,,,,,,,,
2981,AEGA PSORA,AEGA PSORA,,,,,,,,,,
2982,IDOTEA BALTICA,IDOTEA BALTICA,,,,,,,,,,
2983,IDOTEA PHOSPHOREA,IDOTEA PHOSPHOREA,,,,,,,,,,
2984,CHIRIDOTEA TUFTSI,CHIRIDOTEA TUFTSI,,,,,,,,,,
2985,SYNIDOTEA NODULOSA,SYNIDOTEA NODULOSA,,,,,,,,,,
2986,MUNNOPSIS TYPICA,MUNNOPSIS TYPICA,,,,,,,,,,
2987,PHRYXUS ABDOMINALIS,PHRYXUS ABDOMINALIS,,,,,,,,,,
2988,BOPYROIDES HIPPOLYTES,BOPYROIDES HIPPOLYTES,,,,,,,,,,
2989,EDOTEA TRILOBA,BROWN ISOPOD,,,,,,,,,,
2990,CIRRIPEDIA S.C.,BARNACLES,,,,,,,,,,
2991,CIROLANIDAE F.,CIROLANIDAE F.,,,,,,,,,,
2992,IDOTEIDAE F.,IDOTEIDAE F.,,,,,,,,,,
2993,GNATHIA CERINA,GNATHIA CERINA,,,,,,,,,,
2994,JAERA MARINA,LITTLE SHORE ISOPOD,,,,,,,,,,
2995,BALANIDAE F.,BALANIDAE F.,,,,,,,,,,
2996,IDOTEA SP.,IDOTEA SP.,,,,,,,,,,
2997,CHIRIDOTEA SP.,CHIRIDOTEA SP.,,,,,,,,,,
2998,CIROLANA POLITA,CIROLANA POLITA,,,,,,,,,,
2999,CALATHURA BRANCHIATA,ISOPOD,,,,,,,,,,
3000,ANNELIDA P.,SEGMENTED WORMS,,,,,,,,,,
3030,AEGIDAE F.,AEGIDAE F.,,,,,,,,,,
3050,ANTHURIDEA S.O.,ANTHURIDEA S.O.,,,,,,,,,,
3051,ANTHURIDAE F.,ANTHURIDAE F.,,,,,,,,,,
3085,EUNICIDAE F.,EUNICIDAE F.,,,,,,,,,,
3086,ETEONE LONGA,PADDLE WORM,,,,,,,,,,
3087,ETEONE FLAVA,PADDLE WORM,,,,,,,,,,
3088,PHYLLODOCE MACULATA,PHYLLODOCE MACULATA,,,,,,,,,,
3089,PHYLLODOCE MUCOSA,PHYLLODOCE MUCOSA,,,,,,,,,,
3090,DORVILLEIDAE F.,DORVILLEIDAE F.,,,,,,,,,,
3100,POLYCHAETA C.,BRISTLE WORMS,,,,,,,,,,
3101,"POLYCHAETA C.,LARGE","LARGE POLYCHAETE, 3MM DIA",,,,,,,,,,
3102,"POLYCHAETA C.,SMALL",SMALL POLYCHAETE )3MM DIA,,,,,,,,,,
3103,LUMBRINERIS SP.,LUMBRINERIS SP.,,,,,,,,,,
3104,NEPHTYS SP.,NEPHTYS SP.,,,,,,,,,,
3105,STERNASPIS SP.,STERNASPIS SP.,,,,,,,,,,
3106,POLYCHAETA LARVAE,POLYCHAETA LARVAE,,,,,,,,,,
3107,ARABELLIDAE F.,ARABELLIDAE F.,,,,,,,,,,
3108,DRILONEREIS MAGNA,ARABELLID THREAD WORM,,,,,,,,,,
3109,EUNICE PENNATA,EUNICE PENNATA,,,,,,,,,,
3110,PHYLLODOCE SP.,PHYLLODOCE SP.,,,,,,,,,,
3111,PHYLLODOCE GROENLANDICA,PHYLLODOCE GROENLANDICA,,,,,,,,,,
3112,ETEONE SP.,PADDLE WORMS,,,,,,,,,,
3113,ETEONE TRILINEATA,PADDLE WORM,,,,,,,,,,
3114,PHYLLODOCIDAE F.,PHYLLODOCIDAE F.,,,,,,,,,,
3115,NEPHTYIDAE F.,NEPHTYIDFAE F.,,,,,,,,,,
3116,ARABELLA IRICOLOR,OPAL WORM,,,,,,,,,,
3117,LUMBRINEREIDAE F.,LUMBRINEREIDAE F.,,,,,,,,,,
3118,LUMBRINERIS TENUIS,LUMBRINERIS TENUIS,,,,,,,,,,
3119,NINOE NIGRIPES,NINOE NIGRIPES,,,,,,,,,,
3120,GONIADA MACULATA,GONIADA MACULATA,,,,,,,,,,
3121,GONIADA SP.,CHEVRON WORMS,,,,,,,,,,
3122,LUMBRINERIS FRAGILIS,LUMBRINERIS FRAGILIS,,,,,,,,,,
3123,LUMBRINERIS LATREILLI,LUMBRINERIS LATREILLI,,,,,,,,,,
3124,GONIADIDAE F.,GONIADIDAE F.,,,,,,,,,,
3125,NICOMACHE CANADENSIS,NICOMACHE CANADENSIS,,,,,,,,,,
3126,SYLLIDAE F.,SYLLIDAE F.,,,,,,,,,,
3127,GONIADA NORVEGICA,GONIADA NORVEGICA,,,,,,,,,,
3128,EXOGONE VERUGERA,EXOGONE VERUGERA,,,,,,,,,,
3129,MELINNIA ELIZABETHAE,MELINNIA ELIZABETHAE,,,,,,,,,,
3130,NEREIS SP.,NEREIS SP.,,,,,,,,,,
3131,NEREIS PELAGICA,NEREIS PELAGICA,,,,,,,,,,
3132,NEREIS GRAYI,NEREIS GRAYI,,,,,,,,,,
3133,CAPITELLIDAE F.,CAPITELLIDAE F.,,,,,,,,,,
3134,TOMOPTERIDAE F.,TOMOPTERIDAE F.,,,,,,,,,,
3135,NEREIS ZONATA,NEREIS ZONATA,,,,,,,,,,
3136,POTAMILLA RENIFORMIS,POTAMILLA RENIFORMIS,,,,,,,,,,
3137,MELINNA CRISTATA,AMPHARETID WORM,,,,,,,,,,
3138,SABELLIDAE F.,SABELLIDAE F.,,,,,,,,,,
3139,PECTINARIIDAE F.,PECTINARIIDAE F.,,,,,,,,,,
3140,SABELLA SP.,SABELLA SP.,,,,,,,,,,
3141,RHODINE SP.,RHODINE SP.,,,,,,,,,,
3142,PECTINARIA GOULDII,TRUMPET WORM,,,,,,,,,,
3143,MALDANIDAE F.,FILAMENT TUBE WORM,,,,,,,,,,
3144,PECTINARIA SP.,PECTINARIA SP.,,,,,,,,,,
3145,PRAXILLELLA SP.,PRAXILLELLA SP.,,,,,,,,,,
3146,AMPHARETIDAE F.,AMPHARETIDAE F.,,,,,,,,,,
3147,POTAMILLA NEGLECTA,FAN WORM,,,,,,,,,,
3148,AMPHITRITE SP.,TEREBELLID WORM,,,,,,,,,,
3149,PECTINARIA GRANULATA,PECTINARIA GRANULATA,,,,,,,,,,
3150,NEREIDAE F.,NEREIDAE F.,,,,,,,,,,
3151,TEREBELLIDES STROEMI,TEREBELLIDES STROEMI,,,,,,,,,,
3152,SCALIBREGMA INFLATUM,SCALIBREGMA INFLATUM,,,,,,,,,,
3153,OPHELIIDAE,OPHELIIDAE F.,,,,,,,,,,
3154,SAMYTHA SEXCIRRATA,SAMYTHA SEXCIRRATA,,,,,,,,,,
3155,ANOBOTHRUS GRACILIS,ANOBOTHRUS GRACILIS,,,,,,,,,,
3156,OPHELIA LIMACINA,OPHELIA LIMANCIA,,,,,,,,,,
3157,OPHELIA ACUMINUTA,OPHELIA ACUMINUTA,,,,,,,,,,
3158,APISTOBRANCHIDAE F.,APISTOBRANCHIDAE F.,,,,,,,,,,
3159,OPHELIA SP.,OPHELIA SP.,,,,,,,,,,
3160,TEREBELLIDAE F.,TEREBELLIDAE F.,,,,,,,,,,
3161,ARENICOLA MARINA,LUGWORM,,,,,,,,,,
3162,ARICIDEA SP.,ARICIDEA SP.,,,,,,,,,,
3163,LEIOCHONE SP.,LEIOCHONE SP.,,,,,,,,,,
3164,SPIONIDA F.,SPIONIDA F.,,,,,,,,,,
3165,STERNASPIS SCUTATA,STERNASPIS SCUTATA,,,,,,,,,,
3166,NOTHRIA CONCHYLEGA,NOTHRIA CONCHYLEGA,,,,,,,,,,
3167,SCOLOPLOS SP.,ORBINIID WORMS,,,,,,,,,,
3168,CHONE DUNERI,CHONE DUNERI,,,,,,,,,,
3169,PARAONIS LYRA,PARAONIS LYRA,,,,,,,,,,
3170,FLABELLIGERIDA F.,FLABELLIGERIDA F.,,,,,,,,,,
3171,PHERUSA PHERUSA,FLABELLIGERID WORM,,,,,,,,,,
3172,BRADA SP.,FLABELLIGERID WORMS,,,,,,,,,,
3173,PHERUSA SP.,FLABELLIGERID WORMS,,,,,,,,,,
3174,DIPLOCIRRUS HIRSUTUS,FLABELLIGERID WORM,,,,,,,,,,
3175,OLIGOCHAETA C.,AQUATIC EARTHWORMS,,,,,,,,,,
3176,AMPHARETE SP.,AMPHARETE SP.,,,,,,,,,,
3177,AMPHARETE FINMARCHICA,AMPHARETE FINMARCHICA,,,,,,,,,,
3178,PHERUSA AFFINIS,FLABELLIGERID WORM,,,,,,,,,,
3179,TRAVISIA CARNEA,TRAVISIA CARNEA,,,,,,,,,,
3180,THRACIIDAE F.,THRACIIDAE F.,,,,,,,,,,
3181,AGLAOPHAMUS CIRCINATA,AGLAOPHAMUS CIRCINATA,,,,,,,,,,
3182,NEPHTYS BUCERA,NEPHTYS BUCERA,,,,,,,,,,
3183,NEPHTYS INCISA,NEPHTYS INCISA,,,,,,,,,,
3184,NEPHTYS CAECA,NEPHTYS CAECA,,,,,,,,,,
3185,LEPTONIDAE F.,LEPTONIDAE F.,,,,,,,,,,
3186,BRADA VILLOSA,FLABELLIGERID WORMS,,,,,,,,,,
3187,EXOGONE SP.,EXOGONE SP.,,,,,,,,,,
3188,ARABELLA SP.,OPAL WORM,,,,,,,,,,
3189,TEREBELLIDA,TEREBELLIDA,,,,,,,,,,
3190,LUCINIDAE F.,LUCINIDAE F.,,,,,,,,,,
3191,THELEPUS CINCINNATUS,THELEPUS CINCINNATUS,,,,,,,,,,
3192,AMPHITRITE AFFINIS,TEREBELLID WORM,,,,,,,,,,
3193,AMPHITRITE CIRRATA,TEREBELLID WORM,,,,,,,,,,
3194,OWENIIDAE F.,OWENIIDAE F.,,,,,,,,,,
3195,HESIONIDAE F.,HESIONIDAE F.,,,,,,,,,,
3196,OWENIA FUSIFORMIS,OWENIA FUSIFORMIS,,,,,,,,,,
3197,STREBLOSOMA SPIRALIS,STREBLOSOMA SPIRALIS,,,,,,,,,,
3199,POLYCHAETE REMAINS,WORM CAST,,,,,,,,,,
3200,APHRODITA HASTATA,SEA MOUSE,,,,,,,,,,
3205,ZOANTHARIA,ZOANTHARIA,,,,,,,,,,
3210,APHRODITIDAE F.,APHRODITIDAE F.,,,,,,,,,,
3211,APHRODITA ACULEATA (OBSOLETE),APHRODITA ACULEATA,,,,,,,,,,
3212,APHRODITA SP.,APHRODITA SP.,,,,,,,,,,
3221,CHONE SP.,CHONE SP.,,,,,,,,,,
3222,EUCHONE SP.,EUCHONE SP.,,,,,,,,,,
3230,GLYCERIDAE F.,GLYCERIDAE F.,,,,,,,,,,
3240,CARIDEA SO.,CARIDEA SO.,,,,,,,,,,
3270,ORBINIIDAE F.,ORBINIIDAE F.,,,,,,,,,,
3280,CIRRATULIDAE F.,CIRRATULIDAE F.,,,,,,,,,,
3300,GEPHYREA (SIPUNCULA) P.,GEPHYREA (SIPUNCULA),,,,,,,,,,
3311,ECHIURUS ECHIURUS,ECHIURUS ECHIURUS,,,,,,,,,,
3312,THEMISTE SP.,THEMISTE SP.,,,,,,,,,,
3313,PHASCOLOSOMA GOULDII,GOULD'S SIPUNCULID,,,,,,,,,,
3314,PHASCOLION STROMBI,PHASCOLION STROMBI,,,,,,,,,,
3320,PHASCOLOSOMA SP.,PHASCOLOSOMA SP.,,,,,,,,,,
3330,ECHIURIDA P.,ECHIURIDA P.,,,,,,,,,,
